Année d’obtention;Diplôme;Situation;Remarque;Discipline principale agrégée de l’école doctorale;Part de femmes diplômées;Age moyen à la soutenance;Part_docteurs étrangers;Nombre de répondant;Taux de réponse;Part de docteurs déclarant avoir été financés pour réaliser leur thèse;Taux d'insertion;Taux d’emploi stable;Taux d’emploi cadre;Taux d’emploi à temps plein;Répartition des docteurs en emploi dans le secteur académique;Répartition des docteurs en emploi dans le public hors secteur académique;Répartition des docteurs en emploi dans la R&D privée;Répartition des docteurs en emploi dans le privé hors secteur académique et R&D;Taux d’emploi à l’étranger;Taux d’emploi des docteurs dans la même région;1er quartile du salaire net mensuel des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;3ème quartile du salaire net mensuel des emplois à temps plein;Salaire brut annuel moyen estimé;Lib_Etablissement;NUMERO_UAI;Lib_Etablissement_Courant;NUMERO_UAI_Courant
2014;DOCTORAT;36 mois après le diplôme;;Sciences et leurs interactions;27;29;41;47;75;84;89;69;91;100;37;12;28;23;38;16;2122;2500;2875;40000;ORLEANS;0450855K;ORLEANS;0450855K
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;100;37;13;6;75;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ANGERS;0490970N;ANGERS;0490970N
2014;DOCTORAT;36 mois après le diplôme;;Sciences et leurs interactions;31;30;48;211;76;88;95;69;95;97;55;7;23;15;48;21;2034;2338;2697;35240;LORRAINE;0542493S;LORRAINE;0542493S
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;nd;nd;nd;3;100;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;BRETAGNE-SUD;0561718N;BRETAGNE-SUD;0561718N
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;37;29;65;11;58;71;93;61;100;91;59;0;21;20;57;0;2263;2793;3083;44688;EC. CENTRALE LILLE;0590349J;EC. CENTRALE LILLE;0590349J
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;62;29;23;9;69;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LILLE 1 (fermé);0593559Y;UNIVERSITE DE LILLE;0597065J
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;nd;nd;nd;2;100;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LILLE 3 (fermé);0593561A;UNIVERSITE DE LILLE;0597065J
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;nd;nd;nd;2;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LITTORAL;0595964M;LITTORAL;0595964M
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;nd;nd;nd;2;100;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LITTORAL;0595964M;LITTORAL;0595964M
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;11;30;33;14;78;72;91;91;100;100;30;6;17;46;37;0;1995;2155;2468;34474;ARTOIS;0623957P;ARTOIS;0623957P
2014;DOCTORAT;36 mois après le diplôme;;Sciences et leurs interactions;39;29;53;53;90;94;74;64;83;95;36;15;22;27;30;32;1831;2373;2980;36000;PAU;0640251A;PAU;0640251A
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;69;39;34;22;76;48;92;50;78;75;39;40;6;15;36;35;1496;1700;2550;24000;PAU;0640251A;PAU;0640251A
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;30;29;51;70;51;80;98;72;91;100;35;9;33;23;37;33;2063;2479;2813;35000;INSA LYON;0690192J;INSA LYON;0690192J
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;nd;nd;nd;1;33;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;INSA LYON;0690192J;INSA LYON;0690192J
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;nd;nd;nd;3;60;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LYON 2;0691775E;LYON 2;0691775E
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;78;31;0;6;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LYON 2;0691775E;LYON 2;0691775E
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;38;36;48;26;45;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LYON 3;0692437Z;LYON 3;0692437Z
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;48;33;48;92;50;72;93;85;90;92;50;21;5;23;26;55;2263;2904;3542;40992;PARIS 1;0751717J;PARIS 1;0751717J
2014;DOCTORAT;36 mois après le diplôme;;Sciences et leurs interactions;34;29;44;301;64;89;94;64;94;98;49;7;25;19;43;38;2211;2520;3000;39000;PARIS 6 (fermé);0751722P;SORBONNE UNIVERSITE;0755890V
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;nd;nd;nd;2;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ENS PARIS;0753455Y;ENS PARIS;0753455Y
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;55;40;43;9;19;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;CNAM PARIS;0753471R;CNAM PARIS;0753471R
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;49;30;24;17;49;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ROUEN;0761904G;ROUEN;0761904G
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences du vivant;nd;nd;nd;1;50;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;LE HAVRE;0762762P;LE HAVRE;0762762P
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;nd;nd;nd;3;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;VERSAILLES ST-QUENT.;0781944P;VERSAILLES ST-QUENT.;0781944P
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;38;30;40;29;69;75;84;65;92;96;45;16;27;12;29;21;1934;2313;2380;35000;AMIENS;0801344B;AMIENS;0801344B
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;55;36;41;19;65;22;82;75;80;86;55;31;6;8;34;30;1250;1659;1970;23424;AMIENS;0801344B;AMIENS;0801344B
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;35;29;50;15;75;100;91;69;95;100;57;5;22;16;30;5;2232;2468;2750;36708;ENSM ALBI-CARMAUX;0811200P;ENSM ALBI-CARMAUX;0811200P
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;nd;nd;nd;2;40;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;TOULON;0830766G;TOULON;0830766G
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;40;31;46;19;54;66;90;69;84;91;56;16;16;12;33;17;1556;1850;2201;28546;AVIGNON;0840685N;AVIGNON;0840685N
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;100;39;35;8;47;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;AVIGNON;0840685N;AVIGNON;0840685N
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;25;26;25;4;100;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;SUPELEC (fermé);0911494E;CENTRALESUP GI;0912341A
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;37;31;63;17;25;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;PARIS 13;0931238R;PARIS 13;0931238R
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;nd;nd;nd;2;25;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ESSEC-CERGY;0951214D;ESSEC-CERGY;0951214D
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;50;30;25;16;100;79;80;75;67;100;42;25;17;17;25;0;1646;2334;2468;32948;CORSE;7200664J;CORSE;7200664J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;62;30;19;16;61;87;67;46;90;91;48;30;0;23;26;nd;1970;2006;3542;28314;CAEN;0141408E;CAEN;0141408E
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;50;36;67;7;58;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;CAEN;0141408E;CAEN;0141408E
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;75;40;31;9;56;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;BREST;0290346U;BREST;0290346U
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;30;29;49;26;70;89;91;70;94;95;50;6;21;23;15;nd;1975;2312;2500;33516;INSA TOULOUSE;0310152X;INSA TOULOUSE;0310152X
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;20;29;44;51;47;83;87;58;100;98;52;4;30;14;14;nd;2223;2569;2748;33396;INP TOULOUSE;0311381H;INP TOULOUSE;0311381H
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;35;30;44;143;56;90;84;56;91;96;43;13;15;30;33;nd;2313;2468;2813;35000;TOULOUSE 3;0311384L;TOULOUSE 3;0311384L
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;55;30;20;51;55;86;74;35;88;97;62;17;15;7;36;nd;1911;3185;3600;24181;TOULOUSE 3;0311384L;TOULOUSE 3;0311384L
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;45;34;37;64;67;73;86;58;89;90;54;27;2;17;35;nd;2084;2541;3291;24684;BORDEAUX;0333298F;BORDEAUX;0333298F
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;69;32;19;10;62;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;MONTPELLIER SUPAGRO;0342222F;MONTPELLIER SUPAGRO;0342222F
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;30;29;51;104;67;95;86;50;93;92;60;6;19;15;45;nd;2160;2468;3000;34848;RENNES 1;0350936C;RENNES 1;0350936C
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;39;31;9;35;76;77;95;41;90;85;68;21;8;3;37;nd;2057;2385;4604;49000;RENNES 1;0350936C;RENNES 1;0350936C
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;nd;nd;nd;2;66;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;AGROCAMPUS OUEST;0352692L;AGROCAMPUS OUEST;0352692L
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;48;37;35;17;55;64;96;82;94;96;76;5;5;15;40;nd;2057;2146;3258;28000;NANTES;0440984F;NANTES;0440984F
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;63;30;27;26;86;80;74;48;85;89;53;18;10;19;31;nd;1722;2500;3754;35000;ANGERS;0490970N;ANGERS;0490970N
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;67;34;50;17;63;52;61;76;83;80;35;47;0;18;54;nd;2489;2500;3479;26352;LORRAINE;0542493S;LORRAINE;0542493S
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;nd;nd;nd;3;100;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;BRETAGNE-SUD;0561718N;BRETAGNE-SUD;0561718N
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;37;29;65;11;58;71;100;57;100;92;40;0;34;25;52;nd;2263;2793;3083;31920;EC. CENTRALE LILLE;0590349J;EC. CENTRALE LILLE;0590349J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;56;34;24;25;78;48;74;65;100;67;57;24;0;20;20;nd;2211;2314;2571;34122;LILLE 2 (fermé);0593560Z;UNIVERSITE DE LILLE;0597065J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;25;30;54;53;67;90;91;49;93;91;55;11;21;13;46;nd;2057;2438;2594;32880;CLERMONT AUVERGNE;0632035V;CLERMONT AUVERGNE;0632035V
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;69;39;34;22;76;48;83;54;76;84;50;37;0;13;39;nd;1700;1769;3173;19000;PAU;0640251A;PAU;0640251A
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences du vivant;52;30;20;102;59;76;90;28;92;94;58;19;8;15;47;nd;2160;2327;3400;31200;LYON 1;0691774D;LYON 1;0691774D
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;nd;nd;nd;3;60;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;LYON 2;0691775E;LYON 2;0691775E
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;32;36;41;16;47;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;LYON 3;0692437Z;LYON 3;0692437Z
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;38;36;48;26;45;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;LYON 3;0692437Z;LYON 3;0692437Z
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;30;28;26;33;73;91;88;36;100;100;55;27;6;12;49;nd;2338;2539;2763;31680;ENS LYON;0694123G;ENS LYON;0694123G
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;46;33;15;11;84;38;88;46;76;100;54;46;0;0;32;nd;1760;2253;2314;29319;LE MANS;0720916E;LE MANS;0720916E
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;59;36;34;127;57;58;88;56;81;82;38;39;4;19;26;nd;1983;2479;2880;31944;PARIS 1;0751717J;PARIS 1;0751717J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;48;33;48;92;50;72;87;55;95;90;61;19;1;18;29;nd;2517;3185;3703;33600;PARIS 1;0751717J;PARIS 1;0751717J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences humaines et humanités;63;36;37;83;32;58;80;63;82;84;37;48;0;15;29;nd;1882;2385;2593;27371;PARIS 4 (fermé);0751720M;SORBONNE UNIVERSITE;0755890V
2014;DOCTORAT;12 mois après le diplôme;;Sciences du vivant;56;31;33;146;59;89;88;33;87;93;66;13;9;12;46;nd;2267;2550;3313;34848;PARIS 6 (fermé);0751722P;SORBONNE UNIVERSITE;0755890V
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;12;31;38;33;51;93;85;43;100;83;36;5;30;29;23;nd;2750;2961;3250;38000;ENSAM;0753237L;ENSAM;0753237L
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;nd;nd;nd;2;18;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;CNAM PARIS;0753471R;CNAM PARIS;0753471R
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;100;39;59;4;12;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;INALCO PARIS;0753488J;INALCO PARIS;0753488J
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;34;30;57;10;19;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;VERSAILLES ST-QUENT.;0781944P;VERSAILLES ST-QUENT.;0781944P
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;55;36;71;8;36;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;TOULON;0830766G;TOULON;0830766G
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;100;39;35;8;47;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;AVIGNON;0840685N;AVIGNON;0840685N
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences et leurs interactions;27;31;54;9;35;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;UT BELFORT-MONTBELIARD;0900424X;UT BELFORT-MONTBELIARD;0900424X
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences de la société;nd;nd;nd;2;25;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;ESSEC-CERGY;0951214D;ESSEC-CERGY;0951214D
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;58;36;42;27;46;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;UNIVERSITE COTE AZUR;0062205P
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences de la société;42;35;63;28;65;43;97;83;91;100;40;34;3;22;53;39;2221;2366;2571;33396;;;UNIVERSITE GRENOBLE ALPES;0383546Y
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;31;31;34;21;66;91;100;85;96;100;49;4;29;17;29;0;2158;2366;2774;35000;;;UNIVERSITE POLYTECHNIQUE HAUTS;0597132G
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;54;39;68;10;36;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;;;UNIVERSITE GUSTAVE EIFFEL;0772894C
2014;DOCTORAT;36 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;42;30;50;21;58;74;96;62;96;100;46;17;17;19;18;41;2250;2375;2479;35000;;;CY CERGY PARIS UNIVERSITE;0952259P
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;58;36;42;27;46;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;;;UNIVERSITE COTE AZUR;0062205P
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables;Sciences et leurs interactions;31;31;34;21;66;91;96;60;100;100;55;5;26;14;28;nd;2178;2366;2774;30681;;;UNIVERSITE POLYTECHNIQUE HAUTS;0597132G
2014;DOCTORAT;12 mois après le diplôme;Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique;Sciences humaines et humanités;nd;nd;nd;1;25;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;nd;ns;ns;ns;ns;;;UNIVERSITE POLYTECHNIQUE HAUTS;0597132G
